369.8098 269.3976 321.59906 266.7117 287.65048 339.821 307.24088 266.75876 415.53058 275.90546 431.2079 360.72772 423.4115 436.43045 359.4181 439.02563
362.06018 268.10403 318.94434 266.70914 288.97662 341.18158 300.72205 269.3642 411.60986 274.60193 424.72943 359.38083 423.42325 437.7382 352.92276 439.01926
347.6512 266.81796 299.42453 265.42773 275.91138 338.50598 287.64432 265.49515 393.36514 273.30325 410.33395 359.3794 407.70163 437.71722 338.51056 436.4165
319.0106 265.4546 274.59787 261.54712 244.57819 329.45398 268.0938 257.66132 369.8322 268.1 380.30704 355.51675 373.79364 439.0315 305.87692 435.14304
295.47702 260.232 244.5247 255.05196 218.47617 328.1315 256.27863 256.2753 347.6619 266.76328 358.07147 350.32947 346.37747 432.48676 277.21475 427.30087
278.55206 256.37637 228.93068 253.69386 206.72571 328.06622 245.87038 252.39043 331.99515 265.39035 345.05945 350.29315 338.5235 432.54428 266.77386 422.0654
270.68842 254.96277 218.4671 247.20966 196.27196 322.8805 235.46686 245.88623 326.7898 257.63297 338.53836 347.6448 329.43967 433.803 256.31665 422.08167
268.04086 245.89542 213.20543 244.56172 181.87492 308.54004 219.76108 234.11266 325.4832 252.40482 335.90927 343.7529 324.19104 428.6124 252.3873 422.09076
264.10306 243.2364 202.83832 239.33876 177.99669 307.24365 221.04474 232.83315 318.9798 245.90463 330.68695 338.5764 317.70334 423.33722 243.21986 422.08334
254.95226 241.9348 193.67976 235.4605 171.49203 308.55753 214.49918 227.59587 311.12473 247.188 326.76184 342.44513 319.01758 424.71548 235.39676 419.44888
241.96024 244.5561 183.22517 239.36575 162.31798 309.85223 200.16951 240.64125 298.0895 249.80295 311.12537 343.76767 303.28552 427.28198 223.69922 419.46896
226.32513 245.86533 171.50026 241.95268 140.11263 313.74274 141.45656 382.93524 285.0477 252.38863 294.14627 346.37662 278.48663 427.28 205.39296 422.05634
