305.87952 223.69254 261.51843 223.67911 226.29195 234.13776 223.70868 206.7237 343.7437 223.63374 377.71506 253.68343 369.80664 219.78731 296.73325 402.4918
309.8179 226.34508 266.71744 232.78537 224.99915 239.35527 221.08788 219.77019 358.1246 224.99147 381.59415 251.10904 352.88922 224.9523 298.10773 410.33386
298.09732 223.6679 248.4752 225.01244 211.95209 234.08186 211.90045 213.20445 349.01486 221.05338 367.27252 254.99706 347.658 225.03114 282.42877 418.14575
277.16708 222.34227 226.29573 222.39984 189.76038 224.99629 184.52206 211.947 329.409 222.34386 346.3537 256.32996 329.36945 232.7784 255.00916 407.71497
261.52142 215.87117 213.2206 214.54718 171.48088 225.01183 168.88423 204.1642 311.1371 221.08052 324.1946 257.63037 307.25708 232.7933 234.0985 407.71167
257.66327 214.5574 208.032 213.24127 163.63269 221.07997 167.55263 198.87904 312.42682 218.451 328.04636 256.31268 311.14648 226.31186 234.16925 402.502
275.86496 222.39014 228.91927 214.5691 178.00601 222.38269 193.67009 200.19823 317.6474 226.33505 350.29227 224.94238 326.79092 221.06003 255.01822 402.5008
321.59262 223.70985 277.21115 222.33083 241.94878 243.24995 244.53882 221.08632 363.32648 225.03859 402.45184 234.0737 390.7452 241.93375 322.89645 411.63293
359.43304 227.61638 313.74435 228.92044 278.50137 244.59995 277.1515 219.77843 402.49927 226.31436 432.51886 257.63898 433.837 231.52048 358.1006 420.74652
376.36703 234.17302 329.3794 234.11903 296.76398 241.9471 296.78265 211.94948 419.43445 235.44649 453.41348 249.80827 454.7677 218.47395 371.20737 407.71524
380.27673 238.0483 332.01068 236.76418 307.19446 244.53111 308.5871 210.63666 422.0695 240.6522 452.07465 258.94025 456.027 234.138 369.90372 418.14578
377.69662 235.44734 332.01953 234.12778 304.6072 241.93114 315.01962 211.9352 419.43756 239.3436 450.76184 256.33218 448.1892 231.52043 371.17758 414.25525
382.95224 236.78618 341.1489 235.43146 312.42032 241.96013 322.9006 210.62329 423.37268 243.25226 459.90314 256.28073 459.93484 230.2025 377.68076 414.2596
399.87375 240.64539 355.51035 238.06648 328.08966 243.25008 338.56854 210.64119 437.74268 243.25218 474.32272 255.03069 480.7941 227.59444 395.97977 411.61026
422.1194 240.63109 380.2663 243.23409 351.5759 244.6143 360.7831 202.78423 462.535 238.03098 496.43765 245.89659 500.3874 215.87968 424.71686 412.9329
443.00208 239.34985 401.16812 244.50899 373.7604 247.17181 380.29828 196.28299 484.69962 236.71547 519.9658 245.84908 521.2806 211.92578 454.74942 409.03043
462.4969 244.5205 415.54602 245.85435 389.43973 247.16125 393.35037 196.27429 504.2877 241.94682 538.2245 240.67218 538.2457 206.7402 472.9546 414.2507
462.55643 241.96938 415.53787 244.54099 390.71313 247.19029 392.10806 194.98967 504.3107 240.64316 542.1281 243.27295 539.52814 211.9114 465.13293 412.9583
444.31857 240.64832 399.8771 244.5344 372.46667 245.83493 378.9658 202.84897 487.3636 238.04137 526.5146 248.46744 534.3078 219.77644 449.48987 420.76526
428.5755 235.46638 382.9315 236.73665 350.34122 248.48662 362.0246 214.57217 466.4636 235.46635 496.48767 260.22134 504.3015 239.33852 424.66022 403.79916
407.73178 234.177 364.65012 234.1392 329.41827 251.0832 338.53958 223.67723 446.89606 235.41736 471.6536 269.37015 486.02972 247.2008 406.4102 410.32886
392.0652 234.11076 350.33737 234.0975 317.63217 249.81169 320.31195 221.0887 433.78088 234.13704 453.3833 271.99127 465.1424 248.48128 390.76456 403.80966
375.09662 235.45795 330.73022 236.72252 298.06073 249.79016 307.19772 223.68858 415.55978 235.47382 441.65015 265.4792 453.4148 243.25401 367.26477 407.72162
355.4993 235.44849 312.43478 235.41405 278.50308 245.9161 286.3803 218.4774 394.6565 236.74539 427.28864 265.43097 433.84183 235.44797 342.4654 412.9222
345.05832 234.12508 300.7143 234.17714 266.8044 244.52716 278.53738 217.1432 382.95502 234.06114 422.0197 254.9496 423.4219 227.58826 339.82617 410.33325
342.44556 227.6011 298.0495 230.18802 265.42566 236.76517 269.3561 204.09422 385.51804 226.31535 416.84344 243.25388 414.26797 202.78365 330.74786 410.3305
338.53717 223.66827 294.16122 225.05286 255.03885 232.82027 252.39021 205.42857 382.93155 215.85071 410.30606 244.54996 380.31857 204.10042 328.11642 412.9184
320.26218 223.70758 275.86472 224.99814 228.92314 236.72124 228.90097 219.7688 367.24994 222.35571 394.6769 234.15018 355.51114 217.18633 307.17105 411.65372
290.27332 217.16246 245.88287 221.07289 205.40686 215.86714 193.6596 218.45752 339.86884 218.45863 360.71872 243.26816 322.87628 226.28497 266.7769 403.80215
