287.60785 236.74889 231.50214 234.18077 204.09187 320.3113 234.14053 245.93816 347.651 244.56381 358.08688 329.40463 339.79172 245.83069 279.8181 420.75275
298.0304 244.61215 244.5714 243.27522 214.55046 329.42996 244.54227 256.35934 352.92355 248.47598 362.05505 337.23947 346.34726 253.71198 290.23312 424.67072
301.991 245.84456 252.40549 244.53098 224.95801 335.93585 243.2659 261.53607 358.08145 247.20961 369.81903 333.33328 347.62915 251.10092 288.94406 429.91107
296.7079 245.89311 244.57988 244.57571 213.27365 330.70224 236.76364 257.6178 349.00354 248.51561 360.6831 333.33945 338.58572 252.41016 281.12244 424.67148
275.93738 244.50478 223.69832 238.07211 192.39256 329.38068 222.37695 253.71802 332.00577 245.89247 341.15787 334.60913 324.1891 247.17665 264.16162 428.5863
254.98587 235.50005 198.90591 232.83937 162.31587 317.65585 197.58946 245.88766 309.85596 244.58652 317.7042 333.31226 307.21933 245.86493 234.08047 423.37262
234.07166 234.09995 178.0109 225.03094 131.00977 299.385 174.13297 236.75911 287.6815 243.25172 294.16397 329.4364 286.27164 244.57732 205.4328 423.39923
217.18335 225.01175 161.05553 215.8659 123.210205 307.21136 163.68877 234.07361 275.87344 236.73003 278.49466 329.45227 274.55966 243.23883 193.71342 411.65704
222.34962 225.01517 161.05528 217.17513 123.186844 308.5221 163.67711 234.08292 279.82385 235.47423 281.12836 328.1186 274.5775 236.7766 201.45633 414.25473
224.98175 223.7227 166.27696 214.58363 127.0918 307.19095 164.94977 232.77657 287.59814 235.38339 287.64026 328.04596 275.93475 234.16475 204.11505 412.92844
223.67996 218.47871 162.33615 213.27931 119.24571 287.63867 164.94954 227.59044 285.0125 228.88316 287.58804 321.60107 275.9393 228.8974 202.7918 411.65164
213.18369 213.24225 151.87283 205.39476 108.79567 299.3868 151.94713 215.84305 271.96915 223.63959 277.25586 318.9605 271.9925 224.98479 185.84662 405.1086
196.288 202.83316 142.75801 194.96788 91.86325 287.63837 129.75076 195.00555 251.09155 209.32214 265.50046 315.0593 271.9844 217.14752 171.49535 405.11194
185.84772 193.69682 129.74774 184.51254 74.870895 278.53238 110.0867 185.81825 244.54266 204.0811 257.6034 308.51605 266.82004 213.27156 155.83328 402.5098
191.01454 184.56535 128.416 177.98874 69.66508 271.98264 117.93625 178.01624 252.37708 193.69183 256.3609 305.92804 256.26138 202.83102 160.99754 394.6794
204.1307 183.19725 144.08539 179.29283 87.94441 266.73807 132.33241 174.10095 265.47495 187.1338 285.0145 296.7486 275.8767 192.3394 183.2558 395.97275
228.92577 180.57875 170.1778 174.09932 114.07046 265.47342 163.6251 170.18896 287.64188 183.24568 308.58008 294.151 295.45932 185.85353 213.2463 390.74213
249.77785 183.21385 185.8361 180.60506 134.93604 266.7931 183.23431 176.69803 308.54807 185.83371 330.75323 292.8395 316.35645 187.16553 238.04205 384.23434
265.4643 184.50977 196.29028 180.61212 150.61757 269.35538 206.72826 179.2869 338.5501 193.67111 349.00574 292.8584 328.10852 192.31584 244.57095 388.14337
277.16815 188.45963 211.947 185.82138 162.3434 274.5685 214.51846 180.62479 345.0599 193.68692 355.51248 296.7537 335.91495 192.3323 247.21173 395.97235
285.0373 192.37215 223.65762 191.01797 171.4902 277.19238 215.83276 183.25044 352.8907 196.29446 359.39816 291.5463 339.83203 191.05292 253.69539 398.58362
287.6286 193.71321 223.68707 192.31532 176.70226 278.50766 225.0126 192.40054 356.81598 202.80034 360.75214 300.67636 341.18903 196.28978 258.94797 407.72263
287.64572 201.51189 223.67538 198.87604 191.04883 295.45575 232.77957 206.72603 356.80975 205.45213 363.35004 307.1619 339.81512 205.4304 270.66803 409.0206
295.44046 204.09059 227.5952 202.81537 196.26782 300.68524 238.07259 215.88586 360.72357 211.94034 368.54443 309.80603 347.69687 211.92384 285.01257 405.11768
301.98938 204.12323 236.73555 204.05782 204.14293 299.39084 248.47495 213.21614 369.8181 210.65002 382.90714 307.1728 354.21375 213.1975 296.7717 410.32025
325.4963 206.73389 257.6561 205.45526 225.02545 299.4039 268.07092 213.18567 390.7182 211.94208 403.8299 307.15405 371.16986 205.45062 320.27722 411.63962
362.05917 209.32385 299.3642 206.71678 273.26898 298.1085 316.36404 210.6366 424.69684 213.20085 449.4735 308.48584 424.7134 208.00883 368.56293 407.72406
392.12115 205.44475 329.37515 204.14163 300.6897 298.11563 350.2836 215.88788 459.9099 211.95354 482.11008 308.50186 454.6888 209.34401 398.56204 403.80875
411.6519 209.3478 350.2738 205.38908 322.8767 298.0774 369.8654 211.95801 474.26776 214.57826 502.972 308.54294 482.12476 213.2264 414.23 409.0252
437.74213 210.61415 371.12915 208.0134 341.13138 301.97406 386.82266 213.24187 506.90866 213.23367 526.45105 308.5711 495.184 214.51079 435.13388 410.3214
445.5579 208.03528 380.28094 205.43816 350.2351 305.91364 392.05017 213.2919 514.75525 213.21072 527.7767 309.83133 496.5187 213.2044 444.2382 402.51227
442.929 210.64255 372.5123 208.01517 345.06412 303.30298 389.44446 213.26527 509.52365 213.25392 527.74744 309.84103 495.14798 211.90294 437.7216 405.0937
